ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,AGE_GROUP,INJ_LEVEL,ROAD_USER_TYPE_DESC
T20190013625,7/22/2019,7:20:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,47678,2,0,1,1,0,2,1,1,Cross intersection,2,80,Arterial Highway,50-59,Serious injury,Bicyclists
T20190013645,7/17/2019,18:15:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),6,274213,3,0,0,1,1,2,2,2,T intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20190013651,7/16/2019,8:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,9,41517,2,0,0,1,1,2,2,2,T intersection,3,999,Local Road,26-29,Other injury,Bicyclists
T20190013661,7/22/2019,15:20:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,592750,2,0,0,1,1,2,2,4,Multiple intersection,3,999,Arterial Other,13-15,Other injury,Bicyclists
T20190013663,7/22/2019,12:30:00,1,Collision with vehicle,1,Monday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,358429,2,0,0,1,1,2,2,2,T intersection,3,777,Arterial Other,22-25,Other injury,Bicyclists
T20190013680,7/22/2019,13:55:00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,352663,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,26-29,Serious injury,Bicyclists
T20190013681,7/23/2019,6:30:00,8,No collision and no object struck,3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,351773,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20190013721,6/29/2019,17:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,351751,2,0,1,0,1,2,2,5,Not at intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20190013731,7/20/2019,7:31:00,1,Collision with vehicle,7,Saturday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,37610,2,0,0,1,1,2,1,1,Cross intersection,3,40,Arterial Highway,50-59,Other injury,Bicyclists
T20190013735,7/23/2019,16:00:00,1,Collision with vehicle,3,Tuesday,112,LEFT FAR (INTERSECTIONS ONLY),2,262027,2,0,0,1,1,2,2,2,T intersection,3,999,Local Road,30-39,Other injury,Bicyclists
T20190013760,7/1/2019,17:00:00,8,No collision and no object struck,2,Monday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),9,52469,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,50-59,Other injury,Bicyclists
T20190013765,7/24/2019,6:40:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,37362,2,1,0,1,0,2,1,1,Cross intersection,1,80,Arterial Other,40-49,Fatality,Bicyclists
T20190013801,7/24/2019,18:20:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,2,40135,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20190013827,7/25/2019,5:30:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,42022,2,0,1,0,1,2,2,2,T intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20190013857,7/4/2019,7:10:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,354386,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20190013876,1/23/2019,14:26:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,353550,2,0,0,1,0,1,2,5,Not at intersection,3,40,Local Road,60-64,Other injury,Bicyclists
T20190013880,7/16/2019,17:50:00,1,Collision with vehicle,3,Tuesday,129,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.,3,661121,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20190013928,7/21/2019,11:00:00,1,Collision with vehicle,0,Sunday,121,RIGHT THROUGH,1,37317,2,0,0,1,1,2,2,2,T intersection,3,50,Arterial Other,30-39,Other injury,Bicyclists
T20190013979,8/19/2017,17:30:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,2,357681,2,0,0,1,1,2,1,2,T intersection,3,999,Local Road,65-69,Other injury,Bicyclists
T20190013989,7/27/2019,14:12:00,1,Collision with vehicle,6,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,359543,2,0,0,2,0,2,1,5,Not at intersection,3,888,Local Road,40-49,Other injury,Bicyclists
T20190013997,7/27/2019,9:54:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,360479,2,0,1,0,1,2,1,5,Not at intersection,2,100,Arterial Other,65-69,Serious injury,Bicyclists
T20190014031,7/18/2019,19:45:00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,9,656404,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190014034,7/28/2019,9:40:00,1,Collision with vehicle,1,Sunday,143,ENTERING PARKING,1,586153,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20190014066,7/28/2019,14:58:00,2,Struck Pedestrian,1,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,35359,2,0,0,1,2,3,1,1,Cross intersection,3,40,Local Road,50-59,Not injured,Bicyclists
T20190014080,7/27/2019,8:30:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,49684,2,0,0,1,1,2,2,4,Multiple intersection,3,999,Arterial Other,40-49,Other injury,Bicyclists
T20190014116,7/29/2019,16:09:00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,657065,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190014146,7/29/2019,6:55:00,1,Collision with vehicle,2,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),3,42879,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road,26-29,Serious injury,Bicyclists
T20190014155,6/27/2019,17:00:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,357690,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,60-64,Other injury,Bicyclists
T20190014180,7/30/2019,6:40:00,1,Collision with vehicle,3,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING),2,65610,2,0,1,0,1,2,1,3,Y intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20190014190,7/30/2019,17:08:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36489,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190014200,7/30/2019,17:56:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,3,357685,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,60-64,Other injury,Bicyclists
T20190014223,7/31/2019,8:20:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,57542,2,0,1,0,1,2,1,1,Cross intersection,2,50,Arterial Highway,30-39,Serious injury,Bicyclists
T20190014241,7/31/2019,11:30:00,1,Collision with vehicle,4,Wednesday,142,LEAVING PARKING,1,582827,2,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road,50-59,Serious injury,Bicyclists
T20190014265,7/29/2019,8:50:00,6,Vehicle overturned (no collision),2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,36625,2,0,0,1,0,1,2,1,Cross intersection,3,30,Local Road,50-59,Other injury,Bicyclists
T20190014312,7/30/2019,12:13:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,652954,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,65-69,Other injury,Bicyclists
T20190014334,7/31/2019,18:15:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,6,652955,2,0,0,1,0,1,2,5,Not at intersection,3,999,Uknown,26-29,Other injury,Bicyclists
T20190014378,7/31/2019,12:05:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45578,2,0,0,1,2,3,1,1,Cross intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20190014387,8/2/2019,8:40:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52062,2,0,0,1,1,2,2,1,Cross intersection,3,60,Uknown,45424,Other injury,Bicyclists
T20190014412,7/5/2019,10:58:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,45150,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20190014478,8/3/2019,11:50:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,323014,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,30-39,Serious injury,Bicyclists
T20190014506,8/3/2019,18:16:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,40018,2,0,1,0,1,2,1,4,Multiple intersection,2,60,Uknown,50-59,Serious injury,Bicyclists
T20190014552,8/3/2019,10:30:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,36121,2,0,1,0,2,3,1,1,Cross intersection,2,60,Arterial Highway,50-59,Serious injury,Bicyclists
T20190014556,8/4/2019,12:20:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,583697,2,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road,65-69,Other injury,Bicyclists
T20190014569,8/4/2019,17:03:00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,2,607120,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,26-29,Serious injury,Bicyclists
T20190014581,6/28/2019,8:40:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,38869,2,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Other,26-29,Other injury,Bicyclists
T20190014616,8/5/2019,13:19:00,1,Collision with vehicle,2,Monday,152,PULLING OUT (OVERTAKING),1,360734,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,Unknown,Serious injury,Bicyclists
T20190014630,8/5/2019,14:35:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,360358,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,18-21,Other injury,Bicyclists
T20190014677,8/6/2019,9:10:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36382,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,26-29,Serious injury,Bicyclists
T20190014709,8/6/2019,17:25:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,38880,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20190014769,8/5/2019,19:30:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,44224,1,0,0,1,0,1,1,1,Cross intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20190014770,8/7/2019,8:36:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,360420,2,0,1,0,1,2,1,5,Not at intersection,2,999,Local Road,45424,Serious injury,Bicyclists
T20190014783,8/6/2019,9:02:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,35413,2,0,0,1,1,2,2,2,T intersection,3,40,Local Road,18-21,Other injury,Bicyclists
T20190014785,8/7/2019,7:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,360478,2,0,0,1,1,2,1,5,Not at intersection,3,80,Arterial Other,50-59,Other injury,Bicyclists
T20190014799,5/24/2019,8:57:00,1,Collision with vehicle,6,Friday,140,U TURN,1,588685,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,22-25,Other injury,Bicyclists
T20190014803,8/7/2019,18:15:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,245116,2,0,1,0,1,2,1,1,Cross intersection,2,80,Arterial Highway,13-15,Serious injury,Bicyclists
T20190014806,8/7/2019,17:30:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,51031,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,50-59,Serious injury,Bicyclists
T20190014831,8/7/2019,22:45:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),5,582830,2,0,1,0,1,2,1,2,T intersection,2,80,Freeway,40-49,Serious injury,Bicyclists
T20190014847,8/8/2019,8:45:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,29430,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20190014880,8/8/2019,9:50:00,1,Collision with vehicle,5,Thursday,140,U TURN,1,582964,2,0,0,1,1,2,2,5,Not at intersection,3,999,Uknown,26-29,Other injury,Bicyclists
T20190014882,8/8/2019,6:50:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),6,37041,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20190014892,8/8/2019,17:00:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,37914,2,0,0,1,1,2,1,1,Cross intersection,3,60,Uknown,13-15,Other injury,Bicyclists
T20190014895,7/31/2019,8:58:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,36196,2,0,1,0,0,1,1,2,T intersection,2,50,Local Road,30-39,Serious injury,Bicyclists
T20190014896,8/8/2019,18:15:00,1,Collision with vehicle,4,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,50994,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20190014902,8/7/2019,8:35:00,1,Collision with vehicle,3,Wednesday,131,LEFT REAR,1,360495,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20190014904,8/8/2019,18:40:00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),3,360458,2,0,1,0,1,2,1,5,Not at intersection,2,40,Arterial Other,26-29,Serious injury,Bicyclists
T20190014917,7/30/2019,8:00:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,652513,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20190014928,8/9/2019,6:30:00,2,Struck Pedestrian,6,Friday,105,PED WALKING AGAINST TRAFFIC.,3,38803,1,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway,40-49,Other injury,Bicyclists
T20190014933,8/9/2019,9:10:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43077,2,0,1,0,2,3,1,1,Cross intersection,2,60,Arterial Highway,40-49,Serious injury,Bicyclists
T20190014936,8/8/2019,8:30:00,8,No collision and no object struck,5,Thursday,170,OFF CARRIAGEWAY TO LEFT,1,266987,2,0,0,1,0,1,2,2,T intersection,3,50,Local Road,65-69,Other injury,Bicyclists
T20190014939,8/9/2019,9:19:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,360564,2,0,1,0,1,2,1,5,Not at intersection,2,30,Local Road,65-69,Serious injury,Bicyclists
T20190014948,8/8/2019,7:50:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,9,36414,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other,22-25,Other injury,Bicyclists
T20190014979,8/9/2019,17:35:00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,360506,3,0,1,0,2,3,1,5,Not at intersection,2,40,Local Road,30-39,Serious injury,Bicyclists
T20190015043,6/26/2019,8:10:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,579691,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,45424,Other injury,Bicyclists
T20190015107,7/5/2019,6:00:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),5,291504,2,0,1,0,1,2,1,5,Not at intersection,2,90,Arterial Other,50-59,Serious injury,Bicyclists
T20190015119,7/29/2019,18:38:00,1,Collision with vehicle,1,Monday,111,RIGHT FAR (INTERSECTIONS ONLY),9,44339,2,0,0,1,0,1,2,2,T intersection,3,999,Local Road,#N/A,#N/A,#N/A
T20190015189,6/5/2019,17:12:00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,609846,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20190015256,8/9/2019,18:15:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,38974,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20190015259,8/13/2019,6:05:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,2,35515,2,0,0,1,1,2,2,2,T intersection,3,40,Freeway,30-39,Other injury,Bicyclists
T20190015263,7/29/2019,12:40:00,4,Collision with a fixed object,2,Monday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,1,360588,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20190015276,8/13/2019,18:25:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,582555,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20190015362,8/15/2019,7:53:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37041,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20190015368,8/15/2019,8:55:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),1,59777,2,0,0,2,0,2,1,2,T intersection,3,50,Arterial Highway,70+,Other injury,Bicyclists
T20190015387,8/14/2019,15:05:00,1,Collision with vehicle,3,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,36399,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,18-21,Other injury,Bicyclists
T20190015389,8/15/2019,8:40:00,1,Collision with vehicle,4,Thursday,112,LEFT FAR (INTERSECTIONS ONLY),1,69327,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,13-15,Other injury,Bicyclists
T20190015411,8/7/2019,18:00:00,1,Collision with vehicle,4,Wednesday,115,RIGHT/LEFT FAR (INTERSECTIONS ONLY),3,597123,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20190015416,8/14/2019,16:40:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,651878,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20190015471,8/16/2019,13:18:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,610422,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,16-17,Other injury,Bicyclists
T20190015474,8/15/2019,6:50:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,651155,2,0,0,1,1,2,1,5,Not at intersection,3,60,Uknown,30-39,Other injury,Bicyclists
T20190015523,8/15/2019,17:30:00,5,collision with some other object,5,Thursday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,2,579694,2,0,1,0,0,1,2,5,Not at intersection,2,60,Local Road,18-21,Serious injury,Bicyclists
T20190015529,8/17/2019,7:00:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,1,581895,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20190015537,8/17/2019,9:15:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,588986,2,0,0,2,0,2,1,5,Not at intersection,3,100,Arterial Other,40-49,Other injury,Bicyclists
T20190015542,8/17/2019,10:55:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41058,2,0,1,0,1,2,1,1,Cross intersection,2,70,Arterial Other,13-15,Serious injury,Bicyclists
T20190015575,8/17/2019,18:10:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,265011,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20190015589,8/16/2019,8:30:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,63945,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20190015698,8/19/2019,19:15:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,580287,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20190015716,8/20/2019,8:25:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,67789,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20190015767,8/20/2019,18:29:00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR,3,37926,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20190015771,8/20/2019,13:10:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,56418,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20190015781,8/20/2019,18:23:00,1,Collision with vehicle,3,Tuesday,122,LEFT THROUGH,3,336309,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,30-39,Serious injury,Bicyclists
T20190015801,6/18/2019,7:00:00,7,Fall from or in moving vehicle,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,588421,1,0,0,1,0,1,2,5,Not at intersection,3,80,Arterial Other,40-49,Other injury,Bicyclists
T20190015816,8/21/2019,10:40:00,1,Collision with vehicle,4,Wednesday,112,LEFT FAR (INTERSECTIONS ONLY),1,591491,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Other,65-69,Other injury,Bicyclists
T20190015877,8/21/2019,15:20:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,47216,3,0,1,0,2,3,1,2,T intersection,2,40,Local Road,16-17,Serious injury,Bicyclists
T20190015891,8/5/2019,16:14:00,6,Vehicle overturned (no collision),2,Monday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,580292,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Highway,30-39,Other injury,Bicyclists
T20190015911,8/18/2019,10:45:00,5,collision with some other object,1,Sunday,166,STRUCK OBJECT ON CARRIAGEWAY,1,580294,1,0,1,0,0,1,2,5,Not at intersection,2,80,Arterial Highway,50-59,Serious injury,Bicyclists
T20190015926,8/7/2019,21:30:00,1,Collision with vehicle,3,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,3,582965,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20190015955,8/10/2019,0:30:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,653260,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20190015962,8/22/2019,18:15:00,1,Collision with vehicle,4,Thursday,142,LEAVING PARKING,3,586167,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190015991,8/23/2019,12:20:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,54836,2,0,0,1,1,2,1,1,Cross intersection,3,50,Uknown,50-59,Other injury,Bicyclists
T20190015993,8/1/2019,9:15:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,614394,2,0,0,1,2,3,2,5,Not at intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20190016000,8/23/2019,8:10:00,1,Collision with vehicle,5,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,650984,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,13-15,Other injury,Bicyclists
T20190016080,8/21/2019,10:50:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38631,2,0,1,0,2,3,2,1,Cross intersection,2,50,Local Road,30-39,Serious injury,Bicyclists
T20190016097,8/23/2019,8:45:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,586168,2,0,0,1,2,3,2,5,Not at intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20190016103,8/24/2019,19:42:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,3,580309,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20190016120,8/5/2019,12:20:00,1,Collision with vehicle,2,Monday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,630935,2,0,1,0,0,1,9,5,Not at intersection,2,999,Arterial Other,26-29,Serious injury,Bicyclists
T20190016185,8/26/2019,7:30:00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,30625,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,30-39,Other injury,Bicyclists
